FECHA,PRECIP,EVAP,TMAX,TMIN
14/12/1977,1,NA,31,22
15/12/1977,0,NA,28.5,22.5
16/12/1977,2,NA,29.5,20
17/12/1977,21.6,NA,28.5,22
18/12/1977,3,NA,29,22.5
19/12/1977,4,NA,31.5,17.5
20/12/1977,2.3,NA,29.5,20
21/12/1977,0,NA,28,18
22/12/1977,0,NA,30,15
23/12/1977,0,NA,32.5,18
24/12/1977,32,NA,31,19
25/12/1977,0,NA,30,17
26/12/1977,16.5,NA,31.5,21
27/12/1977,0,NA,32.5,21
28/12/1977,7.5,NA,35.5,22
29/12/1977,0,NA,29,20
30/12/1977,0,NA,29,21
31/12/1977,0,NA,NA,22
1/2/78,0.2,3.4,29,18
2/2/78,0,4.1,29.5,16.5
3/2/78,0,8.1,28,17
4/2/78,0,3.1,28,14.5
5/2/78,44,3.2,29,15.5
6/2/78,5,3.3,28,8
7/2/78,0,2.8,29,10
8/2/78,1,4.3,28.5,19
9/2/78,8,3.7,28,14
10/2/78,5,6.2,28,14.5
11/2/78,0,3.9,29,8
12/2/78,0,6.9,29,14.5
13/02/1978,0,5.7,29.5,21
14/02/1978,0,4.3,29,18.5
15/02/1978,0,4.1,30,17
16/02/1978,0,4.1,30.5,18.5
17/02/1978,0,3.8,31.5,16.5
18/02/1978,0,2.2,29,16
19/02/1978,1.9,3.8,30,18.5
20/02/1978,1,3.3,28,14
21/02/1978,4,3,26.5,16
22/02/1978,0,3.2,26,19
23/02/1978,0,5.2,28,17
24/02/1978,0,4.2,28.5,17.5
25/02/1978,0,3.9,29,19
26/02/1978,0,5.3,29,20
27/02/1978,0,3.9,28.5,20
28/02/1978,0,5.1,28.5,21
1/3/78,0,5.8,29,21
2/3/78,0,3.7,29.5,22
3/3/78,0,5.2,29,22
4/3/78,10,3,32,18.5
5/3/78,0,2.7,29,13
6/3/78,0,4.8,26.5,15.5
7/3/78,0,6.1,28.5,17
8/3/78,2.7,3.8,29,16
9/3/78,0,4.9,29,17
10/3/78,0,4,29,17
11/3/78,0,5.7,28.5,17.5
12/3/78,0,5.9,29,20
13/03/1978,0,6.1,30,22
14/03/1978,0,6.1,29.5,22
15/03/1978,0,3.2,29,22
16/03/1978,0,3.8,29.5,21.5
17/03/1978,2.7,4.2,30.5,15
18/03/1978,3,3.9,32.5,14
19/03/1978,0,7.2,31.5,12
20/03/1978,0,6.4,27,13
21/03/1978,0,6.5,29,11.5
22/03/1978,3,3.5,29,11
23/03/1978,0,6.2,30,12
24/03/1978,0,3.5,29.5,11.5
25/03/1978,0,5,30,11.5
26/03/1978,40,3.2,31.5,12.5
27/03/1978,2,3.1,30,17
28/03/1978,20,4.4,29,16
29/03/1978,0,4.4,30,17
30/03/1978,0,6.3,30.5,18.5
31/03/1978,0,6.6,29,11
1/4/78,0,6.3,29,19
2/4/78,0,7.2,28,20.5
3/4/78,0,7.2,29,21
4/4/78,0,6.9,28,21
5/4/78,0,7.5,28,19
6/4/78,1,5.7,28.5,20.5
7/4/78,0,8.1,28,21
8/4/78,0,7.1,26,22
9/4/78,0,5.2,29,21.5
10/4/78,0,6.1,29,19
11/4/78,0,5.9,29,20
12/4/78,0,6.3,30,20
13/04/1978,0,6.4,32,20.5
14/04/1978,0,6.2,31,22
15/04/1978,0,5.9,31,23
16/04/1978,0,6.8,30,19
17/04/1978,0,6.2,30.5,22
18/04/1978,0,5.6,29,21.5
19/04/1978,0,6.4,31.5,23
20/04/1978,0,5.6,33,21
21/04/1978,0,2,32,23.5
22/04/1978,12.5,6.7,32,20
23/04/1978,0,4.3,31.5,19
24/04/1978,1.8,5.5,30.5,17
25/04/1978,0,5.7,30,17
26/04/1978,0,4.3,29,18
27/04/1978,0,5.1,29,15
28/04/1978,0,4.1,25,14
29/04/1978,0,5.4,29,16
30/04/1978,0,5,30,16
1/5/78,0,4,30.5,22.5
2/5/78,0,4.6,31,24
3/5/78,0,3.6,30,24
4/5/78,7.3,3.2,31,22
5/5/78,0,6.1,32,24
6/5/78,0,6.3,32,21.5
7/5/78,0,4.7,31,22
8/5/78,0,4.9,31,26
9/5/78,0,5.5,30,25
10/5/78,0,5.3,32,26
11/5/78,1.2,6.2,36,20
12/5/78,0,6.5,35,24
13/05/1978,0,6.2,31,21
14/05/1978,0,5.8,35,21
15/05/1978,0,6,35,20
16/05/1978,0,5.1,34,22
17/05/1978,0,4.2,31,22
18/05/1978,2.2,6.5,36,19
19/05/1978,3.4,6,31,20
20/05/1978,0,4.5,35,21
21/05/1978,4.3,4,30,19
22/05/1978,1,7.5,32,18
23/05/1978,0,5.6,29,18
24/05/1978,8.6,6.5,33,20
25/05/1978,45,6.1,31,21
26/05/1978,0,6.2,30.5,20.5
27/05/1978,0,6.2,31,20
28/05/1978,7,3.7,32,22
29/05/1978,21,5.1,32,24
30/05/1978,22,4.2,32,26
31/05/1978,0,5.6,32.5,26.5
1/6/78,0,8.5,37,26
2/6/78,0,6.7,37,27
3/6/78,0,7.2,36,27
4/6/78,0,4.5,36,26
5/6/78,2.2,6.3,35.5,24.5
6/6/78,0,6.1,35,24
7/6/78,102,NA,34,24
8/6/78,0,6.8,33,23
9/6/78,0,6.3,32,25
10/6/78,0,5.9,31,23
11/6/78,0,5.3,33,23
12/6/78,0,5.1,35.5,20
13/06/1978,0,6.4,32,23
14/06/1978,10.4,4,35,21
15/06/1978,9.3,3.8,34,22
16/06/1978,0,5.4,34,21
17/06/1978,1.1,3.2,35,25
18/06/1978,6,3.3,35,24
19/06/1978,0.5,6.7,35,24
20/06/1978,0,5.3,37,23
21/06/1978,0,7.6,37,23
22/06/1978,0,5.3,36,24
23/06/1978,0,4.5,36,25
24/06/1978,0,4.9,34.5,23
25/06/1978,0,6.4,34,23
26/06/1978,0,4.7,33.5,23
27/06/1978,0,2.8,33,22
28/06/1978,0,5.6,34,22
29/06/1978,25.5,5.4,34,22
30/06/1978,1.5,6.1,35,21
1/7/78,0,6.5,32,24
2/7/78,0,7.6,32,24
3/7/78,0,6.8,32,23
4/7/78,1.5,6.5,33.5,23
5/7/78,0,5.2,31.5,25.5
6/7/78,0,5.6,33,25
7/7/78,0,5.3,33.5,24
8/7/78,0,5.2,30.5,21.5
9/7/78,0,6.3,33.5,22
10/7/78,12.6,3.8,33,21
11/7/78,0,5.3,32,21
12/7/78,0,3.8,33,20
13/07/1978,6.3,4.5,35,21
14/07/1978,0,3.2,34,20
15/07/1978,0,3.9,33,23
16/07/1978,0,3.1,31.5,20.5
17/07/1978,16.2,2,33,22
18/07/1978,0,3.7,32,21
19/07/1978,0,3.1,31,20
20/07/1978,0,1.5,33,21
21/07/1978,9.4,1.2,34,23
22/07/1978,1,1.5,31,23
23/07/1978,12.2,2.8,32,22
24/07/1978,9.1,1.4,32,21
25/07/1978,5,2.1,30,22
26/07/1978,6,3.7,33,22
27/07/1978,0,5.1,34,23
28/07/1978,25.2,3.7,32.5,19.5
29/07/1978,0,5.6,33,22
30/07/1978,0,6.1,31,20
31/07/1978,0,5.8,33,22
1/8/78,0,5.1,31.5,21
2/8/78,0,4.2,33,20.5
3/8/78,0,4.9,35,22
4/8/78,0,6.8,35,23
5/8/78,0,3,35,23
6/8/78,5,5.2,33,20.5
7/8/78,0,4.9,33,26
8/8/78,10.1,5.7,33,24
9/8/78,2.3,7.6,31.5,24
10/8/78,0,7.1,33,22
11/8/78,0,3.7,32,20
12/8/78,2,6.7,31.5,21.5
13/08/1978,0,6.1,34,22
14/08/1978,0,5.2,33,24
15/08/1978,0,6.1,34,25
16/08/1978,0,6.4,33,25
17/08/1978,0,5.6,33,24
18/08/1978,0,4.9,32,24
19/08/1978,0,4.8,34,22
20/08/1978,0,5.4,33,23
21/08/1978,0,2.9,33,21
22/08/1978,0,2.3,32,22
23/08/1978,3.4,4.8,34,22
24/08/1978,2.5,4.1,31,21
25/08/1978,130,NA,33,22
26/08/1978,0,5.7,31,21
27/08/1978,0,5.7,32,21
28/08/1978,0,5.1,32.5,21.5
29/08/1978,0,4.6,32,22
30/08/1978,0,5.6,32,21
31/08/1978,0,3.7,32,22
1/9/78,0,2.2,32,22
2/9/78,4.2,5.6,31,22
3/9/78,0,4.1,31,21
4/9/78,3.3,3.4,32,20
5/9/78,0.5,4.8,32,21
6/9/78,0,5.7,33,24
7/9/78,32.1,3.2,30,23
8/9/78,0,4.7,31.5,22.5
9/9/78,0,5.2,33,23
10/9/78,5.4,4.4,32,22
11/9/78,0,5.9,33,24
12/9/78,0,5.6,32,25
13/09/1978,0,4.6,32,20
14/09/1978,0,5.1,32,22
15/09/1978,8.6,3.8,33,23
16/09/1978,0,5.3,31,18
17/09/1978,0,4.7,33,21
18/09/1978,20.2,2.3,32,19
19/09/1978,10.3,3.5,34,20
20/09/1978,5.1,4.4,28,19
21/09/1978,35.5,3.2,29,22
22/09/1978,0,4.3,30,22
23/09/1978,0,3.2,31,20
24/09/1978,6.3,4.2,32.5,20.5
25/09/1978,10,3.7,30,20
26/09/1978,8.2,4.1,32,21
27/09/1978,0,5.8,32,21
28/09/1978,0,4.4,32,21
29/09/1978,0,5.1,32,20
30/09/1978,0,3.9,32.5,20
1/10/78,0,5.4,33,21
2/10/78,0,6,32,21
3/10/78,0,4.4,32,21
4/10/78,0.5,4.1,33,21
5/10/78,0,5.3,32,21
6/10/78,27.1,1.6,32,22
7/10/78,0.2,3.9,29,20
8/10/78,0,2.6,30.5,20.5
9/10/78,0.5,3.3,31,20
10/10/78,13.2,3.8,32,22
11/10/78,0,2.6,32,20
12/10/78,0,5.9,32,20
13/10/1978,4.6,4.7,32,21
14/10/1978,46,2.1,31,21
15/10/1978,2.5,4.3,30,21
16/10/1978,19.3,3.8,31,21
17/10/1978,6.1,4.8,30,21
18/10/1978,78,NA,32,20
19/10/1978,2,5.2,32,20
20/10/1978,0,5.1,29,19
21/10/1978,0,5.6,30,19
22/10/1978,3.3,4.6,30,19
23/10/1978,0,5.4,30,20
24/10/1978,0.3,4.7,30,20
25/10/1978,14,3.3,30,20
26/10/1978,0,4.3,31,19
27/10/1978,3.5,2.6,32,18
28/10/1978,0,5.6,31,20
29/10/1978,0,4,29,20
30/10/1978,0,4.7,30,20
31/10/1978,0,4.7,30,19
1/11/78,0,5.5,33,21
2/11/78,0,7.1,34,21
3/11/78,0,6.2,33,20
4/11/78,0,4.2,32,19
5/11/78,0,4.8,33,21
6/11/78,0,4.1,32,19
7/11/78,0,5,29,19
8/11/78,21,2.3,30,19
9/11/78,6.2,4,33,20
10/11/78,0.4,5.2,32,20
11/11/78,5.1,5.9,33,22
12/11/78,2.3,4.8,32,20
13/11/1978,1,3.4,35,19
14/11/1978,0,4,31,19
15/11/1978,52,1.8,31,21
16/11/1978,19,4.1,32,23
17/11/1978,0,4.1,33,24
18/11/1978,0,3.5,32,20
19/11/1978,0,4.4,31,19
20/11/1978,6,2.2,29,19
21/11/1978,2,3,30,20
22/11/1978,6.3,1.4,28,22
23/11/1978,2,5.1,28,21
24/11/1978,0,4.2,31,20
25/11/1978,0,3.3,30,20
26/11/1978,0,3.3,30,19
27/11/1978,1,3.6,32,23
28/11/1978,0,3.4,32,20
29/11/1978,1.5,3.5,33,23
30/11/1978,23,2.1,32,20
1/12/78,7.7,2.3,32,23
2/12/78,0.5,5.4,32,23
3/12/78,0,5.9,33,22
4/12/78,0,5.1,31,20
5/12/78,0,5.1,33,19
6/12/78,0,4.3,34,26
7/12/78,6,3.5,32,24
8/12/78,1.1,1.5,35,24
9/12/78,3,5.1,31,22
10/12/78,0,5.6,32,20
11/12/78,9.5,4.6,30,20
12/12/78,64,1.2,31,19
13/12/1978,0,3.7,33,18
14/12/1978,0,3.2,32,20
15/12/1978,0,4.2,33,16
16/12/1978,4,5.4,29,18
17/12/1978,5,4.6,29,18
18/12/1978,0,3.2,30,16
19/12/1978,0.2,5.2,31,20
20/12/1978,0.1,4.4,31,21
21/12/1978,0,4.9,30,22
22/12/1978,0,4.6,32,20
23/12/1978,0,5.4,34,18
24/12/1978,0,3.3,34,18
25/12/1978,2,3.9,35,20
26/12/1978,3,4.4,33,19
27/12/1978,2,5.4,32,22
28/12/1978,0,5,32,19
29/12/1978,0,3.9,33,20
30/12/1978,3,2.4,29,13
31/12/1978,0,1.5,32,16
1/1/79,3,2.6,31,18
2/1/79,0,3.7,31,14
3/1/79,6.2,2.2,28,14
4/1/79,0,3.2,28,11
5/1/79,0,3.2,33,20
6/1/79,2,3.2,28,14
7/1/79,0,3,29,15
8/1/79,0,3,30,16
9/1/79,0,2.1,29.5,13
10/1/79,6.8,3.1,31,17
11/1/79,4,5.8,29,17
12/1/79,0,3,30,13
13/01/1979,0,2.2,31,14
14/01/1979,0,3.2,31,15
15/01/1979,0,4.2,32,18
16/01/1979,0,4.4,33,20
17/01/1979,0,2.5,32,22
18/01/1979,1,3.9,29,21
19/01/1979,10.5,4,31,21
20/01/1979,12,4,29,20
21/01/1979,4.5,3.5,30,18
22/01/1979,0,4.9,29,17
23/01/1979,2.1,3.1,29.5,16.5
24/01/1979,0,3.8,29,17
25/01/1979,0,3.9,30,16
26/01/1979,0,4,29,16
27/01/1979,0,3,32,20
28/01/1979,0,3,29,18
29/01/1979,0,4,30,20
30/01/1979,6,3.1,32,15
31/01/1979,0,3.9,31,20
1/2/79,5,3.5,33,18
2/2/79,0,2.8,28,20
3/2/79,0,2.8,28,20
4/2/79,0,3.1,30,17
5/2/79,0,1.8,30,17
6/2/79,0,5.6,30,18
7/2/79,0,4.7,30.5,19.5
8/2/79,0,5.6,33.5,17
9/2/79,0,3.3,29,17
10/2/79,0,3.9,30,13
11/2/79,0,2.9,27,13
12/2/79,0,3.7,30,21
13/02/1979,0,3.5,33,19
14/02/1979,0,4.3,29,15
15/02/1979,0,7.9,30,17
16/02/1979,0,1.4,32,17
17/02/1979,0.2,4.4,33,19
18/02/1979,0,2.8,30,20
19/02/1979,1.5,1.9,30,13
20/02/1979,0,5.3,33,14
21/02/1979,0,3.9,31.5,21
22/02/1979,0,4.3,31,23
23/02/1979,0,5.7,32,22
24/02/1979,0,4.2,31,21
25/02/1979,5.4,1.5,32,16
26/02/1979,5.3,7.2,32,12
27/02/1979,0,4.4,29,8
28/02/1979,0,5.4,30,13
1/3/79,0,4.4,35,14
2/3/79,0,4.3,32,19
3/3/79,1.2,4.2,32,24
4/3/79,0,3.6,32,24
5/3/79,0,4.2,33,20
6/3/79,0,4.3,32,20
7/3/79,17,4.2,31,17
8/3/79,0,4.6,32,13
9/3/79,0,5.7,30,12
10/3/79,0,3.8,30,22
11/3/79,2.5,3.1,31,20
12/3/79,0,3.3,30,20
13/03/1979,5.3,3.9,31,14
14/03/1979,0,4,32,14
15/03/1979,0,4.6,35,16
16/03/1979,0.5,4.5,33,21
17/03/1979,0,3.2,30,26
18/03/1979,0,2.5,32,22
19/03/1979,4.4,4.7,32,24
20/03/1979,0,5.8,33,21
21/03/1979,0,5.7,31,20
22/03/1979,0,4.9,31,20
23/03/1979,0,3.3,32,19
24/03/1979,25.5,2.3,33,19
25/03/1979,2.1,4.2,36,18
26/03/1979,0,5.6,27,16
27/03/1979,0,3.4,27,15
28/03/1979,0,3.3,31,19
29/03/1979,0,4.7,30,22
30/03/1979,0,5.1,30,22
31/03/1979,0,6.6,33,21
1/4/79,0,7.3,33,22
2/4/79,9.5,3.9,34,24
3/4/79,0,7.8,32,24
4/4/79,0,5.8,33,21
5/4/79,0,5.4,32,22
6/4/79,0,6,32,21
7/4/79,0,5.4,32,23
8/4/79,0,6.4,31,19
9/4/79,0,4.9,33,21
10/4/79,0,6.7,32,24
11/4/79,0,4.9,32,17
12/4/79,6,4.8,33,24
13/04/1979,0,6.5,32,25
14/04/1979,0,5.2,34,23
15/04/1979,0,6.4,32,22
16/04/1979,0,7.4,35,21
17/04/1979,0,5.8,31,20
18/04/1979,0,5.5,32,23
19/04/1979,0,5.4,33,22
20/04/1979,0,4.7,32,22
21/04/1979,0,5.4,32,23
22/04/1979,0,7.3,33,22
23/04/1979,33,6,32,20
24/04/1979,4.2,4.1,30,24
25/04/1979,18,5.6,32,20
26/04/1979,6.4,3.5,30,25
27/04/1979,0,8.7,32,20
28/04/1979,0,9.2,31,25
29/04/1979,0,6.5,33,20
30/04/1979,0,6.1,32,20
1/5/79,1,7.9,34,23
2/5/79,0,6.4,33,25
3/5/79,0,6,34,25
4/5/79,0,8.1,33,24
5/5/79,0,4.4,32,25
6/5/79,68,3.2,33,21
7/5/79,5.8,5,32,20
8/5/79,0,9.4,31,19
9/5/79,0,7.3,35,25
10/5/79,2,4.9,34,21
11/5/79,0,5.5,32,25
12/5/79,0,5.9,34,22
13/05/1979,0,6.7,36,25
14/05/1979,5,9.3,37,21
15/05/1979,0,5.5,33,21
16/05/1979,6,11.4,34,25
17/05/1979,0,5.4,30,22
18/05/1979,0,4.9,32,19
19/05/1979,0,8.1,33,19
20/05/1979,0,6.1,32,18
21/05/1979,0,7.1,34,17
22/05/1979,0,7.4,34,25
23/05/1979,0,7.8,33,26
24/05/1979,0,5.6,35,25
25/05/1979,0,7.3,34,22
26/05/1979,2,8.8,35,20
27/05/1979,0,4.4,34,20
28/05/1979,4,5.3,33,21
29/05/1979,0,4.3,34,26
30/05/1979,0,2,35,21
31/05/1979,0,2.6,32,24
1/6/79,0,4.4,34,24
2/6/79,9.2,6.6,31,23
3/6/79,1.5,6.2,34,24
4/6/79,2.4,6.8,34,22
5/6/79,0,5.9,34,24
6/6/79,0,5.9,35,25
7/6/79,0,6,35,26
8/6/79,1.1,8.6,35,24
9/6/79,0,7.1,34,25
10/6/79,0.3,7,33,23
11/6/79,0.6,4.8,35,21
12/6/79,9.8,6.5,31,20
13/06/1979,0,5.1,35,21
14/06/1979,0,5.1,36,22
15/06/1979,0,4.8,32,23
16/06/1979,20,4.4,35,22
17/06/1979,0,6.4,30,21
18/06/1979,4.3,4.2,39,22
19/06/1979,2.6,6.7,32,26
20/06/1979,12.8,2.8,34,21
21/06/1979,2.5,7.1,35,20
22/06/1979,0,5.2,34,22
23/06/1979,5.4,7.8,35,23
24/06/1979,3.4,6.7,32,21
25/06/1979,1.8,6.4,33,22
26/06/1979,0,7.7,34,23
27/06/1979,11,5.4,30,21
28/06/1979,0,7.6,35,27
29/06/1979,7,3.9,33,20
30/06/1979,4,7.7,34,19
1/7/79,4,4.2,34,21
2/7/79,3,1.1,36,22
3/7/79,9.3,6.3,33,23
4/7/79,0,5.4,32,21
5/7/79,2.9,5.2,34,22
6/7/79,14.6,3.5,32,21
7/7/79,4.5,5.9,30,24
8/7/79,22,4.4,31,23
9/7/79,4,4.8,33,22
10/7/79,13,5.7,34,20
11/7/79,0,1.9,33,29
12/7/79,0,10.6,34,22
13/07/1979,0,9.5,35,26
14/07/1979,0,8.1,33,24
15/07/1979,0,2.3,35,23
16/07/1979,3,6.5,33,22
17/07/1979,0,2.2,30,21
18/07/1979,2.4,3.4,34,22
19/07/1979,2,6.9,38,21
20/07/1979,1,9.3,32,23
21/07/1979,0,3.4,35,21
22/07/1979,0.4,6.6,36,23
23/07/1979,28,5.9,32,22
24/07/1979,1.2,3.4,31,24
25/07/1979,0,4.1,32,22
26/07/1979,0,5.8,33,25
27/07/1979,0,5.6,34,24
28/07/1979,0,6,32,21
29/07/1979,60,NA,34,21
30/07/1979,3,7.3,32,23
31/07/1979,0,8.9,33,22
1/8/79,0,4.9,34,22
2/8/79,0,3.8,31,21
3/8/79,0,3.6,35,21
4/8/79,2.5,6.9,34,24
5/8/79,26,4.2,33,21
6/8/79,0,5.9,35,22
7/8/79,0,7.3,33,21
8/8/79,0,7.8,34,22
9/8/79,0,7,33,21
10/8/79,0,7.1,34,24
11/8/79,0.2,5.6,33,21
12/8/79,4,2.2,29,23
13/08/1979,3,3.8,33,21
14/08/1979,0,3.9,34,22
15/08/1979,0,5.9,30,21
16/08/1979,4.5,6.6,33,22
17/08/1979,5,4.9,30.5,23.5
18/08/1979,18.5,3.5,33,25
19/08/1979,8,4.1,32,22
20/08/1979,0,6.9,36,21
21/08/1979,16,6,34,23
22/08/1979,5,5.7,32,21
23/08/1979,10.5,8.1,30,20
24/08/1979,0,4.8,32,21
25/08/1979,0,6.6,34,24
26/08/1979,0,6,32,21
27/08/1979,0,4.4,30,22
28/08/1979,3,4.9,32,21
29/08/1979,0,5.1,34,23
30/08/1979,0,5.9,32,26
31/08/1979,0,3.5,34,23
1/9/79,2.2,5.3,34,21
2/9/79,0.5,7.3,33,24
3/9/79,0,3.2,33,20
4/9/79,0,6.3,34,21
5/9/79,9,6.2,35,24
6/9/79,0,3.5,38,22
7/9/79,4,5.1,32,22
8/9/79,0,4.1,35,22
9/9/79,0,4.3,36,20
10/9/79,0,5.1,35,22
11/9/79,0,5.4,37,21
12/9/79,1,4.2,37,22
13/09/1979,0,3.1,35,21
14/09/1979,5,3.6,33,23
15/09/1979,4.2,1.7,34,21
16/09/1979,3.5,5.5,30,22
17/09/1979,21,1.1,32,20
18/09/1979,96.5,3.7,32,23
19/09/1979,9.8,4.7,36,23
20/09/1979,1,3.3,32,22
21/09/1979,14.5,3.2,30,22
22/09/1979,2.4,3.4,34,25
23/09/1979,6,4.4,33.5,24
24/09/1979,4.5,4.4,32,20
25/09/1979,5,3.7,34,20
26/09/1979,0,2.6,33,20
27/09/1979,14.7,4.1,32,20
28/09/1979,70,2.9,34,22
29/09/1979,50,5.2,32,20
30/09/1979,0.5,4.9,32,21
1/10/79,0.5,4.4,32,20
2/10/79,0,3.1,33,21
3/10/79,5.2,3.6,34,20
4/10/79,0,3.3,34,22
5/10/79,0,5.3,37,20
6/10/79,7.4,4,31,20
7/10/79,2.3,4.1,32,21
8/10/79,21.6,3.3,29,20
9/10/79,18.5,4.6,30,22
10/10/79,11.3,4.3,32,21
11/10/79,20.1,2.6,28,20
12/10/79,4.5,3.2,32,20
13/10/1979,33,4,33,20
14/10/1979,3.5,4.4,32,21
15/10/1979,22,4.5,31,22
16/10/1979,4.3,3.8,32,21
17/10/1979,4.2,5.1,33,23
18/10/1979,3.6,6,31,21
19/10/1979,5.4,4,33,22
20/10/1979,1.5,4,32,22
21/10/1979,0,4.7,31,20
22/10/1979,2.5,3.4,33,20
23/10/1979,1.7,5.5,32,18
24/10/1979,3.5,4.7,37,19
25/10/1979,0,6.8,29,20
26/10/1979,12.5,3.6,32,21
27/10/1979,0.2,4.4,33,20
28/10/1979,0,4.7,32,22
29/10/1979,3,2.8,34,19
30/10/1979,2,3.6,32,20
31/10/1979,0,4,33,22
1/11/79,14.1,1.2,33,18
2/11/79,0,3.3,32,18
3/11/79,3.7,6.4,34,21
4/11/79,0,4.1,33,20
5/11/79,1,6.3,31,21
6/11/79,6.6,4.1,27,20
7/11/79,3,4.7,28,19
8/11/79,0,2.6,32,17
9/11/79,0.5,1.5,31,20
10/11/79,0,2.2,33,25
11/11/79,0,3.1,34,20
12/11/79,0,2.2,34,21
13/11/1979,0,2.4,36,22
14/11/1979,0,3.8,28,15
15/11/1979,0,2.5,27,17
16/11/1979,0,3.2,28,15
17/11/1979,2,2.5,29,19
18/11/1979,3,4.9,29,18
19/11/1979,2.5,5.4,30,20
20/11/1979,0.2,3.7,31,20
21/11/1979,0,2,30,19
22/11/1979,3.1,6.5,31,18
23/11/1979,4.2,3.3,29,22
24/11/1979,3.5,2,32,17
25/11/1979,0,3.7,33,15
26/11/1979,3,4.6,30,19
27/11/1979,1.8,4.7,32,17
28/11/1979,2.9,4.4,30,16
29/11/1979,3,5.7,30,21
30/11/1979,0,3.7,31,21
1/12/79,3,1.9,33,21
2/12/79,2.5,3.8,24,19
3/12/79,0,2,30,18
4/12/79,1.4,1.5,34,21
5/12/79,0.5,2.2,31,20
6/12/79,0,2.2,33,21
7/12/79,0,2.2,31,19
8/12/79,1.2,2.3,32,22
9/12/79,2.3,2,32,20
10/12/79,7.6,2.7,30,21
11/12/79,11.2,2.1,32,20
12/12/79,0,2.7,30,23
13/12/1979,3.6,3.8,32,20
14/12/1979,6.8,3.5,31,21
15/12/1979,0,2.9,31,22
16/12/1979,0,3.7,35,16
17/12/1979,0,3.9,33,21
18/12/1979,0,2,31,19
19/12/1979,3.1,3,29,15
20/12/1979,4.5,3.3,30,18
21/12/1979,2.4,2.7,29,16
22/12/1979,7.7,3.4,34,17
23/12/1979,0,3.4,29,14
24/12/1979,0,2.3,30,18
25/12/1979,0,4.2,31,22
26/12/1979,0,4.5,33,12
27/12/1979,0,4.7,32,14
28/12/1979,7.2,5.6,28,18
29/12/1979,8.4,4.9,29,20
30/12/1979,0,4.8,30,18
31/12/1979,0,6.3,34,17
1/1/80,0,3,27,14
2/1/80,0,5.5,32,7
3/1/80,0,1.9,29,13
4/1/80,3,3.3,29,19
5/1/80,0,4.7,32,20
6/1/80,0,2.1,32,10
7/1/80,0,4.1,32,18
8/1/80,0,1.9,33,22
9/1/80,2.8,3.4,30,24
10/1/80,0,1.7,33,23
11/1/80,2.7,5.7,30,22
12/1/80,0,3.8,31,21
13/01/1980,0,1.5,31,22
14/01/1980,0.2,2.7,30,19
15/01/1980,0,1.4,31,18
16/01/1980,0,3.4,32,22
17/01/1980,0,2.3,34,21
18/01/1980,0,4.1,32,20
19/01/1980,0,2,31,20
20/01/1980,4.1,5.9,30,19
21/01/1980,0,5.1,30,20
22/01/1980,0,3.4,31,14
23/01/1980,4.3,2.9,30,20
24/01/1980,0,2.7,32,17
25/01/1980,0,1.8,29,18
26/01/1980,2.6,3.3,30,20
27/01/1980,0,1.5,34,22
28/01/1980,3.7,1.9,31,20
29/01/1980,5.2,3.5,37,23
30/01/1980,19,1.4,34,21
31/01/1980,0,3.8,33,16
1/2/80,0,3.4,33,19
2/2/80,0,5.1,32,18
3/2/80,0,3.5,27,13
4/2/80,0,2,30,16
5/2/80,0,3.9,29,13
6/2/80,0,4,27,12
7/2/80,0,4,29,15
8/2/80,0,2.7,33,21
9/2/80,0,3.4,32,22
10/2/80,2.4,2.1,29,17
11/2/80,5.6,1.4,30,20
12/2/80,18.1,4.8,25,20
13/02/1980,0,2.8,32,19
14/02/1980,0,4.1,32,22
15/02/1980,0,2.8,33,23
16/02/1980,3.7,3.5,32,15
17/02/1980,0,2.3,30,19
18/02/1980,3.3,2.5,30,14
19/02/1980,0,2.6,31,16
20/02/1980,3.2,2.3,33,16
21/02/1980,0,2.9,37,22
22/02/1980,0,5.2,32,23
23/02/1980,0.5,2.6,34,24
24/02/1980,3.2,1.8,32,20
25/02/1980,0,3.3,30,21
26/02/1980,0,2.8,28,20
27/02/1980,0,2.4,30,19
28/02/1980,0,3.4,28,21
29/02/1980,13.5,4.2,28,20
1/3/80,0,3.8,27,21
2/3/80,20.4,4.2,32,14
3/3/80,0,6.1,31,22
4/3/80,0,4.3,33,17
5/3/80,0,3.7,32,18
6/3/80,0,6.1,31,20
7/3/80,0,2.7,32,23
8/3/80,0,4.2,31,22
9/3/80,0,4.2,30,19
10/3/80,0,3.1,32,17
11/3/80,0,4,33,22
12/3/80,0,4.7,31,19
13/03/1980,0,3.8,32,22
14/03/1980,0,3.9,32,19
15/03/1980,0,3.1,33,21
16/03/1980,0,5.1,33,17
17/03/1980,0,4.9,31,23
18/03/1980,0,6.3,32,21
19/03/1980,0,3.6,30,19
20/03/1980,0,4.2,38,23
21/03/1980,0,2.4,33,22
22/03/1980,0,4.4,41,21
23/03/1980,0,5.4,33,20
24/03/1980,0,4.4,32,23
25/03/1980,0,5.6,29,17
26/03/1980,0,6.3,41,22
27/03/1980,0,4.4,36,24
28/03/1980,0,6.3,33,23
29/03/1980,0,4.2,32,24
30/03/1980,0,9.2,33,23
31/03/1980,0,3,34,23
1/4/80,0,7,32,24
2/4/80,0,8.3,31,24
3/4/80,0,8.8,34,23
4/4/80,0,7.3,36,24
5/4/80,0,6.4,35,23
