FECHA,PRECIP,EVAP,TMAX,TMIN
28/01/1991,0,3.9,31,18.3
29/01/1991,0,1.6,30,18
30/01/1991,0,8.7,30.3,18.2
31/01/1991,0,4.1,30.2,17.2
1/2/91,0,6.2,29.2,8
2/2/91,0,2.7,29.4,11.4
3/2/91,0,7.3,30,10.3
4/2/91,0,2.3,30.2,10.3
5/2/91,0,5.7,29.3,16.4
6/2/91,0,5,30.3,16.3
7/2/91,0,4.4,29.1,16.4
8/2/91,0,3,28,12.3
9/2/91,0,1.8,27,6.3
10/2/91,0,4.9,29.3,4.3
11/2/91,0,3.6,29.1,5.2
12/2/91,0,1.9,30.3,8.2
13/02/1991,0,1.8,30.4,8.3
14/02/1991,0,3.4,31,9.2
15/02/1991,0,3.1,28,6.3
16/02/1991,0,4,29,11.2
17/02/1991,0,4,30.1,9
18/02/1991,0,3.2,27.1,11
19/02/1991,0,5.3,23.1,15.1
20/02/1991,0,6.6,29.1,9.3
21/02/1991,0,9.6,34,15
22/02/1991,0,7,30.3,13.2
23/02/1991,0,5.3,31.4,16.3
24/02/1991,0,3.9,32.3,13.3
25/02/1991,0,NA,31,16
26/02/1991,0,1,32.3,11
27/02/1991,0,3.6,31.2,13.4
28/02/1991,0,4.8,31,17.3
1/3/91,0,5.3,31.2,18.2
2/3/91,0,7.7,32.4,18.2
3/3/91,0,7.7,31.4,9.1
4/3/91,0,6.2,38.3,11.3
5/3/91,0,8.1,29.1,8.2
6/3/91,0,5.4,30,7.2
7/3/91,0,4.3,31,15.2
8/3/91,0,5.5,31,17.3
9/3/91,5,6.3,28.2,17.3
10/3/91,0,4,28.3,14.3
11/3/91,0,5,28.2,7.3
12/3/91,0,2.6,31.1,13.1
13/03/1991,0,2.9,31,16.1
14/03/1991,0,5.4,31.2,17.2
15/03/1991,0,4.3,32,18.2
16/03/1991,0,4,31.3,19.2
17/03/1991,0,3.4,31.2,18.2
18/03/1991,0,2.7,31,17.3
19/03/1991,0,2.9,31.1,11.4
20/03/1991,0,3.2,32,16.3
21/03/1991,0,3.3,32.1,18.2
22/03/1991,0,3.5,31.3,18.1
23/03/1991,0,4.2,32,20.1
24/03/1991,0,4.1,31.1,13.2
25/03/1991,0,3.2,31.4,17
26/03/1991,0,4.1,32.1,18.3
27/03/1991,0,5.2,32.1,17.3
28/03/1991,0,4.1,32.1,18.2
29/03/1991,0,3.3,32.2,18.3
30/03/1991,0,4.2,32.3,17.2
31/03/1991,15,NA,28.3,18.3
1/4/91,0,4.2,30.3,12.5
2/4/91,0,4.4,32,10.2
3/4/91,0,6.1,32.1,13.1
4/4/91,0,4,30.3,17
5/4/91,0,5.2,32,15.3
6/4/91,0,3.2,32.1,18
7/4/91,0,2.8,30.2,18.2
8/4/91,0,5.1,32.2,19
9/4/91,0,3.6,32.2,18.4
10/4/91,0,4.2,32.1,20.2
11/4/91,0,2.8,32.2,18.2
12/4/91,0,2.9,32.2,18.2
13/04/1991,0,4.1,32.2,18.3
14/04/1991,5,4.2,30.2,18.3
15/04/1991,0,1.4,32,20.4
16/04/1991,0,6.2,32.3,18
17/04/1991,0,8.1,32.2,18.3
18/04/1991,0,8.3,33,18.2
19/04/1991,0,10.4,33,18.2
20/04/1991,38.4,NA,31.3,18.3
21/04/1991,0,3.5,31.3,13.4
22/04/1991,0,6.1,32.3,18.3
23/04/1991,0,6,32.3,18.4
24/04/1991,0,6,32.2,19.6
25/04/1991,0,10.1,32.2,19.2
26/04/1991,0,9.8,32.2,19.1
27/04/1991,0,11.7,33,19.2
28/04/1991,0,10.4,31.2,19.3
29/04/1991,0,5.7,28.4,22.3
30/04/1991,0,9.8,33,23.3
1/5/91,0,4.9,33,19
2/5/91,0,7,30,18
3/5/91,0,7.8,32.4,20.3
4/5/91,0,5.6,33,18.3
5/5/91,0,7.2,31,18.3
6/5/91,0,6.9,33.1,22.3
7/5/91,0,4.3,33.1,19
8/5/91,0,0.8,33,19
9/5/91,0,1.1,33.4,19
10/5/91,4,4.1,32.3,19.4
11/5/91,0,5.2,33.1,18.1
12/5/91,2,6.1,31.2,15.3
13/05/1991,0,7,33,17.2
14/05/1991,0,5.9,33.2,19.2
15/05/1991,0,6.5,33.2,14.3
16/05/1991,7.4,5.2,33.2,19.3
17/05/1991,16.4,6.7,31.2,18.3
18/05/1991,2,6.4,32.4,18
19/05/1991,0,6.5,29.2,17
20/05/1991,0,5.5,37,16.3
21/05/1991,0,5.7,33.3,14.4
22/05/1991,45.6,6.3,31,13.4
23/05/1991,0,6.1,32.3,14.3
24/05/1991,0,7,32.2,17.2
25/05/1991,0,3.5,32.1,19.3
26/05/1991,37.4,NA,31.2,17.4
27/05/1991,11.3,3.1,31,17.3
28/05/1991,0,3,32,17.1
29/05/1991,0,3.6,31.3,18.2
30/05/1991,0,3.9,31,19
31/05/1991,0,4.9,33.1,19.1
1/6/91,0,5.4,32.1,17.1
2/6/91,0,6.1,33.3,19.3
3/6/91,0,8.1,32.3,18
4/6/91,0,2.6,33.4,19
5/6/91,0,7.9,33,18.3
6/6/91,0,7.3,32.2,19
7/6/91,0,9.2,33,15.2
8/6/91,4.6,9.2,32,16.6
9/6/91,0,6.2,32.4,19
10/6/91,0,5.1,31.3,19.4
11/6/91,0,8.4,33.3,17.3
12/6/91,0,7.6,33.4,19.2
13/06/1991,0,6.7,33.2,16.2
14/06/1991,0,7.6,33.2,16
15/06/1991,0,5,33.4,20
16/06/1991,0,8,33.2,19.4
17/06/1991,0,4.4,33.2,21.4
18/06/1991,0,6,33.3,20
19/06/1991,0,6,34,20
20/06/1991,0,5.3,32,16.3
21/06/1991,0,5.2,33.4,17.3
22/06/1991,0,4.3,33,23.3
23/06/1991,0,4.3,34.4,20.2
24/06/1991,0,1.8,34,20.1
25/06/1991,3.1,2,30.1,20
26/06/1991,0,2.1,33.2,17.4
27/06/1991,0,3,32,19
28/06/1991,0,5.5,32,21.3
29/06/1991,0,8.1,33.2,19.2
30/06/1991,0,8.4,33.4,19.2
1/7/91,0,7.2,34,22
2/7/91,11,5.6,30,19.4
3/7/91,15,5.3,32,16.3
4/7/91,0,5.5,32.3,16
5/7/91,4.7,1.7,32.3,19
6/7/91,2,7.8,33,19.2
7/7/91,0,7.2,32.3,20.1
8/7/91,0,7.2,33.2,19.3
9/7/91,0,7.3,33,17.3
10/7/91,0,6.7,34.2,16
11/7/91,0,8.4,31.4,16.4
12/7/91,0,8.9,34,19
13/07/1991,0,6.6,35.3,17.3
14/07/1991,0,5.1,31,15.1
15/07/1991,0,5.2,34.1,16.2
16/07/1991,0,9.7,34.3,15.3
17/07/1991,2,6.4,32.1,16.3
18/07/1991,0,8.1,33.4,16.3
19/07/1991,6.8,5,32.3,17.3
20/07/1991,1.1,5.8,33.4,16.3
21/07/1991,0,3.9,31.3,16
22/07/1991,0,3.4,33.2,17.3
23/07/1991,0,4.3,34,17.1
24/07/1991,0,5.1,30.3,16
25/07/1991,0,3.8,32.3,14.4
26/07/1991,0,6.3,31.3,19.5
27/07/1991,0,6,33.3,22.1
28/07/1991,0,4.5,32.3,18
29/07/1991,0,8.8,32.3,17
30/07/1991,0,6.4,33.4,15.2
31/07/1991,0,5.8,33,14.3
1/8/91,0,3.3,32.3,16.3
2/8/91,0,6.4,33.2,18.3
3/8/91,0,4.2,33,19.2
4/8/91,8.4,4.2,30.3,16.4
5/8/91,4.1,4.1,33.1,15.1
6/8/91,25.1,7.6,33.2,15.3
7/8/91,0,7.7,33.1,15
8/8/91,0,8.2,33.2,16.3
9/8/91,0,5.8,34.4,16.3
10/8/91,0,6.4,34.3,17.3
11/8/91,0,7.4,34.2,17.3
12/8/91,0,6.9,34.1,17.3
13/08/1991,0,3.8,34.1,16
14/08/1991,0,7.1,33.4,17.3
15/08/1991,0.5,6.2,32,19.2
16/08/1991,0,7.9,34,22
17/08/1991,0,5.9,34.1,19.2
18/08/1991,0,5.7,32,18.2
19/08/1991,0,8.1,34.2,19.1
20/08/1991,0,8,34.1,20
21/08/1991,0,6.2,34.3,19.2
22/08/1991,0,5.9,32.3,15.2
23/08/1991,4.3,5.7,33.3,20.1
24/08/1991,76.3,5.8,33,15.1
25/08/1991,0,4,32.3,14.2
26/08/1991,0,4.4,34.2,16.4
27/08/1991,8,10,33,17
28/08/1991,0,5.9,34,16.1
29/08/1991,0,4.7,31.1,14.2
30/08/1991,0,5.9,33.1,19.2
31/08/1991,0,2.7,32.4,14.4
1/9/91,0,3.2,32.2,19.3
2/9/91,68,5.1,33.1,19.2
3/9/91,0.5,3.3,32.2,16.3
4/9/91,0,8.6,33,16.4
5/9/91,0,4.7,30.4,19.1
6/9/91,0,3.6,34.1,17
7/9/91,0,7.1,33.3,17.1
8/9/91,0,6.8,34,15.1
9/9/91,4.1,4.6,32.3,14
10/9/91,0,4.8,33.2,16.1
11/9/91,0,1.6,32.2,15.7
12/9/91,11.1,6.9,34.4,15.2
13/09/1991,10,6.8,30.1,12.3
14/09/1991,0,4,33,17.2
15/09/1991,0,5.3,33.4,16.2
16/09/1991,0,5.2,33,16.2
17/09/1991,0,5.2,32.2,16.1
18/09/1991,0,2.8,30.4,15
19/09/1991,15,8.2,32.2,15
20/09/1991,42,6.2,30.2,17.2
21/09/1991,3,2,31,16.1
22/09/1991,0,4.8,33,19.2
23/09/1991,0,3,34,15.2
24/09/1991,0,1.3,34.3,16.4
25/09/1991,3,4,34,14.2
26/09/1991,55.3,3.5,33.4,11.2
27/09/1991,0,5.7,32.2,15.3
28/09/1991,8.3,7.2,33.4,15.3
29/09/1991,0,2.5,30.2,16
30/09/1991,0,3.3,33.3,17.2
1/10/91,0,3.3,32.3,15.2
2/10/91,0,2.8,30.2,17.2
3/10/91,24.5,7.2,32.2,16.2
4/10/91,0,3.4,32.4,16.3
5/10/91,1.2,6.3,33.4,18.4
6/10/91,20.3,8.6,33.4,17.3
7/10/91,18,3.3,33,15.2
8/10/91,0,4,32,17.1
9/10/91,0,3,31.1,16
10/10/91,15.5,5.4,30.2,15.2
11/10/91,0,3,27.2,14
12/10/91,20.4,NA,31.2,15.2
13/10/1991,11,NA,31.4,13
14/10/1991,16.4,NA,32.2,16.3
15/10/1991,0,1.2,32.3,14.2
16/10/1991,0,0.1,29.2,12.2
17/10/1991,40.3,NA,31.1,11.3
18/10/1991,13.4,NA,30.2,11.4
19/10/1991,20.1,NA,32.1,13.4
20/10/1991,0,3.9,30,14.2
21/10/1991,18.2,NA,32,16
22/10/1991,20.4,NA,32,15.4
23/10/1991,28.5,NA,30.2,15
24/10/1991,0,1.1,32.2,19.1
25/10/1991,0,0.9,32.2,16.2
26/10/1991,0,4,32,14.3
27/10/1991,0,2,30,14.1
28/10/1991,0,2.4,31.4,17.1
29/10/1991,0,2.9,31,15
30/10/1991,8.4,0.2,32.2,16
31/10/1991,0,2.6,30.4,15.1
1/11/91,0,1.9,32,16.2
2/11/91,0,2,32,14.4
3/11/91,0,2,30,13
4/11/91,0,2.1,31,16
5/11/91,0,4.4,29.3,15.3
6/11/91,0,1.7,30.3,14.3
7/11/91,0,0.3,32,10.4
8/11/91,0,1.3,26.2,13
9/11/91,0,3.4,27.4,11
10/11/91,0,1.1,29.2,11
11/11/91,0,2.8,30.1,14.3
12/11/91,0,2.9,28.3,13.3
13/11/1991,0,2.4,30,11.3
14/11/1991,0,7.1,29,13.1
15/11/1991,0,3.6,31.4,14.1
16/11/1991,0,3.2,29.2,14.2
17/11/1991,0,4.4,34,14.2
18/11/1991,0,4,31.4,16.4
19/11/1991,0,11.5,31,17.4
20/11/1991,0,1.7,32.2,15.4
21/11/1991,0,2.7,32.2,14.2
22/11/1991,0,4.5,34,13.4
23/11/1991,0,3,32.4,15.2
24/11/1991,0,4.7,29.1,20.1
25/11/1991,0,4.8,29.2,10
26/11/1991,0,2.7,28.3,12.4
27/11/1991,0,2.7,30.4,15.1
28/11/1991,0,3.2,32,13
29/11/1991,0,2.4,31.1,16.3
30/11/1991,0,5.7,31.2,15.2
1/12/91,0,2.6,31,18.2
2/12/91,15,4.5,29,13
3/12/91,20.3,10.1,30.2,11.2
4/12/91,38.3,1.3,24.2,8.3
5/12/91,0,0.9,29.4,11.2
6/12/91,0,0.2,30.1,12
7/12/91,0,0.6,31.3,12.4
8/12/91,0,1.2,32.2,14.2
9/12/91,0,0.5,29.3,17.4
10/12/91,43.5,3.6,27,11.3
11/12/91,0,1.9,30.4,14
12/12/91,0,3.3,29,13.2
13/12/1991,0,1,32.2,14
14/12/1991,7.1,3.3,30,12.3
15/12/1991,0,2,28,12
16/12/1991,0,3,27,13.2
17/12/1991,0,4.8,28,13
18/12/1991,0,1.6,28,12
19/12/1991,0,0.8,29.4,11.2
20/12/1991,0,7.1,28.4,14.3
21/12/1991,0,2.7,29.4,16
22/12/1991,0,7.2,27,15
23/12/1991,10.9,3.2,29.1,13.1
24/12/1991,0,0.5,32.1,12
25/12/1991,6,0.3,30.2,12.3
26/12/1991,5.5,1.5,31.2,14
27/12/1991,5.1,0.5,29.4,13.1
28/12/1991,8.4,2.7,30.1,11.3
29/12/1991,12.3,8.7,28.4,13.2
30/12/1991,0,5.7,28.2,11.1
31/12/1991,0,3.8,27.2,11.4
1/1/92,0,3.3,29.4,10.2
2/1/92,0,3.7,28,9
3/1/92,0,7.7,29.1,10
4/1/92,0,2.8,27.2,8.1
5/1/92,0,6,29.2,8.4
6/1/92,0,3.4,29.1,8.2
7/1/92,0,5.3,29.2,10
8/1/92,0,2.3,29.4,12.1
9/1/92,0,2,28.2,13.3
10/1/92,0,2.2,29.2,11.3
11/1/92,0,1.4,31,14.4
12/1/92,0,2,28.3,11.1
13/01/1992,0,1.7,29.2,8
14/01/1992,14.1,8.1,29.2,11
15/01/1992,0,1.4,24.4,10.1
16/01/1992,0,1.3,28.4,12.3
17/01/1992,0,2.7,30.1,10.2
18/01/1992,6,2.3,27.3,13.2
19/01/1992,3.4,2.5,29,11.1
20/01/1992,0,2.7,26.1,13.2
21/01/1992,0,2.2,29,12.3
22/01/1992,0,2.9,30.3,10
23/01/1992,0,2.7,29.2,13.1
24/01/1992,0,3.4,29.5,12
25/01/1992,5.1,6.9,28,10.3
26/01/1992,0,3.5,28,10.4
27/01/1992,0,1.8,30.1,12.4
28/01/1992,0,1.9,31.2,16.2
29/01/1992,0,3.2,31.1,12
30/01/1992,0,3.2,30,13.4
31/01/1992,0,2.3,29.2,12.4
1/2/92,0,3.8,28.2,10
2/2/92,0,6,29.4,10.4
3/2/92,0,6.3,27.2,13.1
4/2/92,0,4.7,28.1,9.3
5/2/92,0,3.2,25.1,7
6/2/92,0,7.3,28,8
7/2/92,0,2.6,26.1,8.1
8/2/92,0,2.3,28.2,8.4
9/2/92,0,2.7,26,8.6
10/2/92,0,5.6,29.1,10.1
11/2/92,0,5.1,27.4,8
12/2/92,0,3.9,30.1,10
13/02/1992,0,7.2,32.1,9.4
14/02/1992,0,7.8,20.1,13.4
15/02/1992,0,4.1,30.4,10.4
16/02/1992,0,5.3,32,17
17/02/1992,0,4.7,29.2,18.2
18/02/1992,0,4.1,31,16
19/02/1992,0,3.8,32,12
20/02/1992,0,7.2,30,15
21/02/1992,0,5.2,30,16.3
22/02/1992,0,7.6,31,10.3
23/02/1992,0,3.6,32.4,16.4
24/02/1992,0,4.1,29,17.4
25/02/1992,0,3.2,30.2,11
26/02/1992,0,2.3,28.1,13.2
27/02/1992,0,3.5,30.4,9.2
28/02/1992,0,2.9,32.4,8
29/02/1992,0,4.5,30.4,10.3
1/3/92,0,4.1,33,14
2/3/92,0,2.1,30.4,13.2
3/3/92,0,3.7,32.1,12.3
4/3/92,0,3.2,31.2,15.2
5/3/92,0,6.4,32,17.2
6/3/92,0,5.3,32,17.1
7/3/92,0,8.4,31.3,16
8/3/92,0,9.2,32.2,16.1
9/3/92,0,12.2,31,17
10/3/92,0,7.8,31.3,17.4
11/3/92,0,9,33,14
12/3/92,0,14.1,32.4,15
13/03/1992,0,10.7,29.4,14.2
14/03/1992,0,12.6,29.4,8.4
15/03/1992,0,6.8,31.3,7.3
16/03/1992,0,4.4,31.1,10
17/03/1992,0,6.8,30.4,16.3
18/03/1992,0,8.7,32,16.2
19/03/1992,0,6.8,30.1,13.4
20/03/1992,0,6.4,32,12.3
21/03/1992,0,5.4,30.1,12.4
22/03/1992,0,6.8,32.4,10.4
23/03/1992,14.4,13.7,31.2,17.1
24/03/1992,12.3,8.9,27.2,15.3
25/03/1992,0,4.6,30.4,13.4
26/03/1992,0,5.2,29,10.4
27/03/1992,0,7.6,30.4,8.3
28/03/1992,0,8.1,31.4,12
29/03/1992,0,7.5,30.2,17.2
30/03/1992,0,5.6,32.1,14.4
31/03/1992,0,7.4,31.2,13.1
1/4/92,0,4.9,31.1,16.1
2/4/92,0,3.8,32.4,18
3/4/92,0,3.4,32.2,17.3
4/4/92,0,5,32,14.2
5/4/92,0,6.5,33.4,17.3
6/4/92,0,4.5,32,19.2
7/4/92,0,3,32.4,18.3
8/4/92,26.7,4.9,30.1,14.4
9/4/92,0,2.6,31.2,16
10/4/92,20.4,6.6,32.1,17.4
11/4/92,3,2.2,30.2,11.4
12/4/92,27.1,NA,31.2,14.4
13/04/1992,0,2,30,13.4
14/04/1992,0,7.2,29.4,15.1
15/04/1992,22.8,2.2,31.2,11.3
16/04/1992,16.4,4.1,32.4,13.2
17/04/1992,0,2.6,32,16
18/04/1992,0,8.2,32.1,14.2
19/04/1992,0,5.8,33.1,18.3
20/04/1992,0,4.5,30.3,19.1
21/04/1992,0,5.6,33.1,16.1
22/04/1992,0,5.8,32.1,18
23/04/1992,0,6.1,28.2,15.1
24/04/1992,0,7.3,33.1,13
25/04/1992,0,5.8,33,11.3
26/04/1992,0,2.5,31,13.1
27/04/1992,0,7.6,30.4,14.2
28/04/1992,0,4.8,30.2,8.1
29/04/1992,0,6.7,29.1,7.1
30/04/1992,0,5.8,31.1,8
1/5/92,0,4.3,31.2,9.2
2/5/92,0,4.4,30.1,12
3/5/92,0,0.6,31.1,12
4/5/92,0,4.3,30,11.1
5/5/92,0,4.9,33.1,9.1
6/5/92,0,6,31.2,11.2
7/5/92,0,7.3,33.1,16.3
8/5/92,0,14.7,31,8.2
9/5/92,0,9.8,32.1,12.3
10/5/92,0,11.6,30,15.2
11/5/92,0,15.5,31.3,14.2
12/5/92,0,4.4,33.1,16
13/05/1992,0,5.2,31.4,14.1
14/05/1992,0,5.8,32,12.2
15/05/1992,0,5.3,32.1,13.2
16/05/1992,0,4,32.2,17.2
17/05/1992,0,3.8,31.2,14.3
18/05/1992,0,3.8,30,15.4
19/05/1992,4.1,5.6,31.3,12.1
20/05/1992,47.2,5.1,30,15.2
21/05/1992,0,4.1,30.4,15.1
22/05/1992,0,3.9,32,14.4
23/05/1992,0,3,29.4,12.2
24/05/1992,0,4.4,30.3,14.2
25/05/1992,0,4.6,31,11.3
26/05/1992,0,2.5,31.1,12.2
27/05/1992,0,3.1,32.1,13.2
28/05/1992,0,2.8,32.4,15.1
29/05/1992,0,3.1,32.2,13.2
30/05/1992,0,4.1,32.4,19
31/05/1992,0,1.8,33,17
1/6/92,0,NA,33,18.5
2/6/92,0,NA,33.2,18
3/6/92,0,NA,32.4,18.4
4/6/92,0,NA,33.3,17.2
5/6/92,0,NA,33.1,15.4
6/6/92,0,NA,33.1,20.1
7/6/92,0,NA,33,20.2
8/6/92,0,NA,33,20.1
9/6/92,0,NA,33.4,19
10/6/92,0,NA,33.2,19.2
11/6/92,0,NA,32,17.1
12/6/92,0,NA,31.2,15.1
13/06/1992,20.1,NA,31.2,14
14/06/1992,38.4,NA,29.3,13.4
15/06/1992,64.3,NA,31,15.1
16/06/1992,21.1,NA,32.4,14
17/06/1992,0,NA,32.4,15
18/06/1992,0,NA,31,15.2
19/06/1992,0,NA,30.4,13.2
20/06/1992,0,NA,31.2,16.4
21/06/1992,0,NA,29.2,15.3
22/06/1992,0,NA,29,14.2
23/06/1992,0,NA,33.3,16.2
24/06/1992,0,NA,30.4,11.2
25/06/1992,0,NA,32.3,15.2
26/06/1992,0,NA,32.3,20.3
27/06/1992,0,NA,33.1,20.2
28/06/1992,0,NA,31.1,21
29/06/1992,0,NA,32.1,18.1
30/06/1992,0,NA,32.3,16.4
1/7/92,0,NA,33,17.1
2/7/92,0,NA,31.4,17.1
3/7/92,0,NA,33.1,15
4/7/92,0,NA,34,16.4
5/7/92,0,NA,31.3,15.3
6/7/92,0,NA,34.1,17.1
7/7/92,0,NA,32.2,14.2
8/7/92,0,NA,29,16.3
9/7/92,0,NA,31.2,13.1
10/7/92,51.3,NA,31,15.1
11/7/92,20.4,NA,32,13.4
12/7/92,42.5,NA,31.2,15.1
13/07/1992,0,NA,31.2,16
14/07/1992,0,NA,32,13.2
15/07/1992,0,NA,31.2,18
16/07/1992,0,NA,32.1,14
17/07/1992,0,NA,34,15.4
18/07/1992,0,NA,32.1,17.4
19/07/1992,0,NA,30,16.2
20/07/1992,0,NA,29.3,14.3
21/07/1992,0,NA,32,13.4
22/07/1992,0,NA,30.1,14.1
23/07/1992,0,NA,31.1,10.2
24/07/1992,0,NA,33.1,17.2
25/07/1992,6,NA,31.3,13.1
26/07/1992,9.1,NA,30.4,15.1
27/07/1992,18.4,NA,30.4,10.3
28/07/1992,0,NA,31.3,12.4
29/07/1992,8.1,NA,32.3,14
30/07/1992,22.4,NA,31.3,17.4
31/07/1992,11.4,NA,30,15.3
1/8/92,0,NA,28.4,16.4
2/8/92,0,NA,29,15.1
3/8/92,0,NA,30.1,16.1
4/8/92,5.1,NA,31.1,16
5/8/92,0,NA,32,15
6/8/92,0,NA,32.4,14
7/8/92,0,NA,30,10
8/8/92,0,NA,33,16.1
9/8/92,6.1,NA,32.1,18.1
10/8/92,0,NA,28.1,17.3
11/8/92,11.4,NA,33.2,17.3
12/8/92,0,NA,31,20
13/08/1992,0,NA,30,18.3
14/08/1992,0,NA,30,19
15/08/1992,0,NA,31,17.1
16/08/1992,0,NA,30.1,15.1
17/08/1992,0,NA,31.2,14
18/08/1992,0,NA,30.3,13.4
19/08/1992,0,NA,30,14.4
20/08/1992,0,NA,27.1,18
21/08/1992,0,NA,29.1,15
22/08/1992,21.3,NA,30.1,15.3
23/08/1992,5.4,NA,28.1,16.4
24/08/1992,8.1,NA,31.4,14.1
25/08/1992,0,NA,29,18.3
26/08/1992,0,NA,31.1,14.4
27/08/1992,0,NA,29.4,17.1
28/08/1992,0,NA,29.1,15
29/08/1992,0,NA,30.4,14.2
30/08/1992,0,NA,31,20
31/08/1992,0,NA,26.3,17
1/9/92,0,NA,29.2,18
2/9/92,0,NA,31.2,11.4
3/9/92,8.1,NA,32.1,17.3
4/9/92,0,NA,31,13.1
5/9/92,19.6,NA,31.2,11.1
6/9/92,4.4,NA,31.3,16.1
7/9/92,0,NA,30.3,13.2
8/9/92,0,NA,33.1,16.2
9/9/92,20.5,NA,30.1,13.2
10/9/92,12.4,NA,28.2,15
11/9/92,0,NA,27.1,9.4
12/9/92,0,NA,30.1,15
13/09/1992,0,NA,28,11
14/09/1992,6.1,NA,28.1,9
15/09/1992,0,NA,30,11.1
16/09/1992,4.2,NA,30.4,7.3
17/09/1992,0,NA,30.2,9.2
18/09/1992,0,NA,28.1,8.3
19/09/1992,0,NA,29.3,8
20/09/1992,0,NA,28,8.2
21/09/1992,0,NA,30.1,7.3
22/09/1992,0,NA,30.1,10.2
23/09/1992,7.1,NA,30.2,16.4
24/09/1992,8.4,NA,29.1,16.4
25/09/1992,4,NA,30.3,16.2
26/09/1992,0,NA,29.1,11.3
27/09/1992,0,NA,27,12.3
28/09/1992,0,NA,27,6.3
29/09/1992,0,NA,30.2,5.3
30/09/1992,0,NA,29,10.2
1/10/92,0,NA,34.2,10.5
2/10/92,0,NA,32.3,6.2
3/10/92,0,NA,30.3,5.1
4/10/92,0,NA,30,7.3
5/10/92,0,NA,30.4,8.3
6/10/92,0,NA,31.2,6.2
7/10/92,0,NA,29.2,6.2
8/10/92,0,NA,30.2,10
9/10/92,0,NA,29.1,9.2
10/10/92,0,NA,30,11
11/10/92,0,NA,30.3,10
12/10/92,0,NA,31,9.2
13/10/1992,0,NA,31.4,8.8
14/10/1992,0,NA,30.4,7.4
15/10/1992,0,NA,32,9.1
16/10/1992,0,NA,30.4,6.4
17/10/1992,0,NA,31.2,10.2
18/10/1992,0,NA,30,9.1
19/10/1992,0,NA,31.4,11.1
20/10/1992,0,NA,32.3,9
21/10/1992,0,NA,32.4,8.1
22/10/1992,0,NA,31.2,4.4
23/10/1992,0,NA,30,6.3
24/10/1992,0,NA,31.2,9
25/10/1992,8.4,NA,33.2,9.4
26/10/1992,3.1,NA,31.2,6.2
27/10/1992,0,NA,30.2,9.1
28/10/1992,0,NA,33.2,10
29/10/1992,0,NA,35,8.1
30/10/1992,0,NA,33,6
31/10/1992,0,NA,31.2,8.3
1/11/92,0,NA,31.1,9.3
2/11/92,0,NA,29.3,9
3/11/92,0,NA,30,10.1
4/11/92,0,NA,28.3,9.2
5/11/92,0,NA,29.4,12.4
6/11/92,0,NA,28.2,13.4
7/11/92,0,NA,30,15
8/11/92,0,NA,31,13.2
9/11/92,0,NA,31.3,12.3
10/11/92,0,NA,29.3,11.3
11/11/92,0,NA,28.4,13
12/11/92,0,NA,32,14.2
13/11/1992,0,NA,30.1,16.2
14/11/1992,0,NA,30.4,17.1
15/11/1992,0,NA,28.3,16
16/11/1992,0,NA,28.1,18
17/11/1992,0,NA,29.3,19.3
18/11/1992,0,NA,29.4,18.2
19/11/1992,0,NA,30.3,18.2
20/11/1992,0,NA,29.4,18
21/11/1992,0,NA,30.1,17.2
22/11/1992,0,NA,31,16.4
23/11/1992,0,NA,32.2,15.4
24/11/1992,0,NA,32,17
25/11/1992,0,NA,32.4,15
26/11/1992,0,NA,31,14
27/11/1992,0,NA,29.2,14.2
28/11/1992,0,NA,28.3,15.2
29/11/1992,0,NA,30.2,16
30/11/1992,0,NA,31,15
1/12/92,0,5.5,32.1,16.2
2/12/92,0,2.6,32.1,17.2
3/12/92,0,2.7,31.2,17.2
4/12/92,0,2,30.3,17.1
5/12/92,0,2.5,31.2,15
6/12/92,0,0.9,32,14.3
7/12/92,0,2.5,30.2,16.1
8/12/92,0,2,29,14.4
9/12/92,0,1.7,31.3,13.4
10/12/92,0,2.9,33.1,15
11/12/92,0,1.8,30.1,17.2
12/12/92,0,1.7,31,15.2
13/12/1992,0,2.8,28.1,16
14/12/1992,0,3.1,28.3,17
15/12/1992,0,1.9,28,16.2
16/12/1992,0,1.6,28.3,15.4
17/12/1992,0,2.7,29,16.1
18/12/1992,0,2.5,30.1,16.4
19/12/1992,0,2.8,28.3,16.2
20/12/1992,0,2.3,29,15.1
21/12/1992,0,2.9,29.2,16
22/12/1992,0,2.1,30.4,16.3
23/12/1992,0,1.5,31.3,17.3
24/12/1992,0,3.5,29.4,18.2
25/12/1992,0,2,29,17.3
26/12/1992,0,2.8,30,16.4
27/12/1992,0,3.7,31.1,18.1
28/12/1992,0,1.5,32.1,19
29/12/1992,0,2.2,29.1,20.1
30/12/1992,0,3.4,31.1,18.2
31/12/1992,0,3.5,29.2,18.4
1/1/93,0,3.4,31.2,17.2
2/1/93,0,1.8,30.1,16.2
3/1/93,0,1.3,29,14.3
4/1/93,0,1.8,31,14.1
5/1/93,0,1.4,31.2,14.3
6/1/93,0,1.5,31.4,15
7/1/93,0,2,30.2,15.3
8/1/93,0,3.2,31.2,14.1
9/1/93,0,1.2,32.2,14.2
10/1/93,8.2,6.3,33,15.3
11/1/93,4.4,3.5,32,16.2
12/1/93,18.2,NA,30.1,15
13/01/1993,10.4,7.6,30.4,12.4
14/01/1993,2.5,1.3,31.2,16
15/01/1993,0,0.4,30.3,16.1
16/01/1993,0,0.3,29.3,15.2
